Fund Name,AUM,5 Year return,Logo URL
Axis Income Plus Arbitrage Active FoF Direct Growth,1555.4208,6.94,https://assets-netstorage.groww.in/mf-assets/logos/axis_groww.png
HDFC NIFTY G Sec Jun 2036 Index Fund Direct Growth,941.6924,NA,https://assets-netstorage.groww.in/mf-assets/logos/hdfc_groww.png
Aditya Birla Sun Life Conservative Hybrid Active FoF Direct Growth,15.9256,11.76,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
PGIM India Aggressive Hybrid Equity Fund Direct Growth,214.7448,15.56,https://assets-netstorage.groww.in/mf-assets/logos/dhfl_groww.png
Samco Special Opportunities Fund Direct Growth,161.9672,NA,https://assets-netstorage.groww.in/mf-assets/logos/samco_groww.png
Kotak Long Duration Fund Direct Growth,150.3037,NA,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
Invesco India Liquid Fund Direct Growth,14542.7829,5.7,https://assets-netstorage.groww.in/mf-assets/logos/invesco_groww.png
UTI Money Market Fund Direct Growth,20513.4204,6.23,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
Bandhan Nifty Alpha Low Volatility 30 Index Fund Direct Growth,8.7321,NA,https://assets-netstorage.groww.in/mf-assets/logos/idfc_groww.png
Aditya Birla Sun Life Multi Asset Passive FoF Direct Growth,18.8241,NA,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
Sundaram Corporate Bond Fund Direct Growth,806.44296568,6.24,https://assets-netstorage.groww.in/mf-assets/logos/sundaram_groww.png
DSP Corporate Bond Fund Direct Growth,2745.5525,5.75,https://assets-netstorage.groww.in/mf-assets/logos/dsp_groww.png
BHARAT Bond FOF April 2031 Direct Growth,4745.8671,6.84,https://assets-netstorage.groww.in/mf-assets/logos/edelweiss_groww.png
Edelweiss Nifty 100 Quality 30 Index Fund Direct Growth,155.1991,NA,https://assets-netstorage.groww.in/mf-assets/logos/edelweiss_groww.png
UTI Nifty India Manufacturing Index Fund Direct Growth,21.5741,NA,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
Union Large & Midcap Fund Direct Growth,886.7892,20.87,https://assets-netstorage.groww.in/mf-assets/logos/union_groww.png
Canara Robeco Banking and PSU Debt Fund Direct Growth,226.1353,NA,https://assets-netstorage.groww.in/mf-assets/logos/canara_groww.png
Canara Robeco Banking and PSU Debt Fund Direct Growth,226.1353,NA,https://assets-netstorage.groww.in/mf-assets/logos/canara_groww.png
Baroda BNP Paribas Value Fund Direct Growth,1220.6269,NA,https://assets-netstorage.groww.in/mf-assets/logos/barodabnpparibasmutualfund_groww.png
Taurus Flexi Cap Fund Direct Growth,348.5206,16.86,https://assets-netstorage.groww.in/mf-assets/logos/taurus_groww.png
Baroda BNP Paribas NIFTY 50 Index Fund Direct Growth,61.3017,NA,https://assets-netstorage.groww.in/mf-assets/logos/barodabnpparibasmutualfund_groww.png
Sundaram Conservative Hybrid Fund Direct Plan Growth,21.07584852,9.3,https://assets-netstorage.groww.in/mf-assets/logos/sundaram_groww.png
LIC MF ELSS Tax Saver Direct Growth,1081.571,19.7,https://assets-netstorage.groww.in/mf-assets/logos/lic_groww.png
Kotak Money Market Fund Direct Growth,35644.0635,6.19,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
HSBC Arbitrage Fund Direct Growth,2374.4353,6.18,https://assets-netstorage.groww.in/mf-assets/logos/hsbc_groww.png
Samco Dynamic Asset Allocation Fund Direct Growth,346.7793,NA,https://assets-netstorage.groww.in/mf-assets/logos/samco_groww.png
Invesco India Income Plus Arbitrage Active FoF Direct Growth,315.6891,NA,https://assets-netstorage.groww.in/mf-assets/logos/invesco_groww.png
JM Dynamic Bond Fund Direct Growth,62.00327259,6.25,https://assets-netstorage.groww.in/mf-assets/logos/jm_groww.png
Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund Direct Growth,2717.6381,NA,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
Kotak Savings Fund Direct Growth,15667.194,6.07,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
Bank of India Liquid Fund Direct Growth,1824.2667,5.74,https://assets-netstorage.groww.in/mf-assets/logos/boi_groww.png
Union ELSS Tax Saver Fund Direct Growth,894.9773,21.12,https://assets-netstorage.groww.in/mf-assets/logos/union_groww.png
Bank of India Liquid Fund Direct Growth,1824.2667,5.74,https://assets-netstorage.groww.in/mf-assets/logos/boi_groww.png
Taurus Nifty 50 Index Fund Direct Growth,5.7273,17.46,https://assets-netstorage.groww.in/mf-assets/logos/taurus_groww.png
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund Direct Growth,977.2609,NA,https://assets-netstorage.groww.in/mf-assets/logos/edelweiss_groww.png
HSBC Nifty 50 Index Fund Direct Growth,344.4847,18.02,https://assets-netstorage.groww.in/mf-assets/logos/hsbc_groww.png
Nippon India Medium to Long Duration Fund Direct Growth,426.0673,6.22,https://assets-netstorage.groww.in/mf-assets/logos/reliance_groww.png
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index Fund Direct Growth,143.445,NA,https://assets-netstorage.groww.in/mf-assets/logos/edelweiss_groww.png
HDFC Nifty G Sec Apr 2029 Index Fund Direct Growth,166.9431,NA,https://assets-netstorage.groww.in/mf-assets/logos/hdfc_groww.png
Taurus Infrastructure Fund Direct Growth,9.2217,23.77,https://assets-netstorage.groww.in/mf-assets/logos/taurus_groww.png
Nippon India Quant Fund Retail Direct Growth,99.8107,23.18,https://assets-netstorage.groww.in/mf-assets/logos/reliance_groww.png
Mahindra Manulife ELSS Tax Saver Fund Direct Growth,941.2698,22.52,https://assets-netstorage.groww.in/mf-assets/logos/mahindra_groww.png
Mirae Asset CRISIL IBX Financial Services 9 12 Months Debt Index Fund Direct Growth,147.5111,NA,https://assets-netstorage.groww.in/mf-assets/logos/mirae_groww.png
Taurus ELSS Tax Saver Direct Growth,76.293,18.96,https://assets-netstorage.groww.in/mf-assets/logos/taurus_groww.png
Franklin India Balanced Advantage Fund Direct Growth,2738.36048669,NA,https://assets-netstorage.groww.in/mf-assets/logos/franklin_groww.png
Bandhan Long Duration Fund Direct Growth,141.4084,NA,https://assets-netstorage.groww.in/mf-assets/logos/idfc_groww.png
Aditya Birla Sun Life CRISIL IBX AAA Financial Services Index Sep 2027 Fund Direct Growth,79.1355,NA,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
Nippon India CRISIL IBX AAA Financial Services Jan 2028 Index Fund Direct Growth,80.7599,NA,https://assets-netstorage.groww.in/mf-assets/logos/reliance_groww.png
Baroda BNP Paribas Nifty Midcap 150 Index Fund Direct Growth,9.2646,NA,https://assets-netstorage.groww.in/mf-assets/logos/barodabnpparibasmutualfund_groww.png
LIC MF Healthcare Fund Direct Growth,88.2945,14.74,https://assets-netstorage.groww.in/mf-assets/logos/lic_groww.png
ITI Focused Fund Direct Growth,521.02520098,NA,https://assets-netstorage.groww.in/mf-assets/logos/iti_groww.png
Mirae Asset BSE 200 Equal Weight ETF FoF Direct Growth,4.8437,NA,https://assets-netstorage.groww.in/mf-assets/logos/mirae_groww.png
UTI MNC Fund Direct Growth,2862.8664,15.44,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
UTI India Consumer Fund Direct Growth,717.4869,18.53,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
NJ Overnight Fund Direct Growth,311.8792,NA,https://assets-netstorage.groww.in/mf-assets/logos/nj_groww.png
Bajaj Finserv Banking and PSU Fund Direct Growth,147.8197,NA,https://assets-netstorage.groww.in/mf-assets/logos/bajaj_groww.png
WhiteOak Capital Arbitrage Fund Direct Growth,586.167,NA,https://assets-netstorage.groww.in/mf-assets/logos/whiteoak_groww.png
ICICI Prudential Bond Fund Direct Plan Growth,2847.94940634,6.56,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
HSBC Conservative Hybrid Fund Direct Growth,157.3526,9.96,https://assets-netstorage.groww.in/mf-assets/logos/hsbc_groww.png
Aditya Birla Sun Life Business Cycle Fund Direct Growth,1715.7444,NA,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
ICICI Prudential Exports and Services Fund Direct Growth,1369.49461634,24.77,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
ICICI Prudential Nifty G Sec Dec 2030 Index Fund Direct Growth,891.6201264,NA,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
Bandhan Nifty 200 Quality 30 Index Fund Direct Growth,11.3406,NA,https://assets-netstorage.groww.in/mf-assets/logos/idfc_groww.png
SBI CRISIL IBX Gilt Index June 2036 Fund Direct Growth,2541.877,NA,https://assets-netstorage.groww.in/mf-assets/logos/sbi_groww.png
BHARAT Bond ETF FOF April 2033 Direct Growth,2269.0146,NA,https://assets-netstorage.groww.in/mf-assets/logos/edelweiss_groww.png
Franklin India Retirement Fund Direct Growth,513.35848564,11.22,https://assets-netstorage.groww.in/mf-assets/logos/franklin_groww.png
Bandhan Money Market Fund Direct Growth,12728.2877,6.1,https://assets-netstorage.groww.in/mf-assets/logos/idfc_groww.png
Axis Equity Savings Fund Direct Growth,938.79640416,12.07,https://assets-netstorage.groww.in/mf-assets/logos/axis_groww.png
Sundaram ELSS Tax Saver Fund Direct,1362.33209529,21.02,https://assets-netstorage.groww.in/mf-assets/logos/sundaram_groww.png
PGIM India Liquid Fund Direct Plan Growth,527.3653,5.76,https://assets-netstorage.groww.in/mf-assets/logos/dhfl_groww.png
NJ Arbitrage Fund Direct Growth,269.469266,NA,https://assets-netstorage.groww.in/mf-assets/logos/nj_groww.png
BHARAT Bond ETF FOF April 2032 Direct Growth,4418.1786,NA,https://assets-netstorage.groww.in/mf-assets/logos/edelweiss_groww.png
Aditya Birla Sun Life Financial Planning FoF Moderate Plan Direct Growth,37.7611,14.69,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
Mirae Asset Balanced Advantage Fund Direct Growth,1880.8209,NA,https://assets-netstorage.groww.in/mf-assets/logos/mirae_groww.png
Tata Floating Rate Fund Direct Growth,138.00433949,NA,https://assets-netstorage.groww.in/mf-assets/logos/tata_groww.png
Edelweiss ELSS Tax Saver Fund Direct Growth,410.5618,21.08,https://assets-netstorage.groww.in/mf-assets/logos/edelweiss_groww.png
Franklin India Conservative Hybrid Fund A Direct Growth,202.03153308,9.84,https://assets-netstorage.groww.in/mf-assets/logos/franklin_groww.png
DSP Quant Fund Direct Growth,898.2527,14.59,https://assets-netstorage.groww.in/mf-assets/logos/dsp_groww.png
Sundaram Overnight Fund Direct Growth,303.40757168,5.27,https://assets-netstorage.groww.in/mf-assets/logos/sundaram_groww.png
WhiteOak Capital Equity Savings Fund Direct Growth,136.89021954,NA,https://assets-netstorage.groww.in/mf-assets/logos/whiteoak_groww.png
HDFC Retirement Savings Fund Hybrid Debt Plan Direct Growth,159.5916,9.88,https://assets-netstorage.groww.in/mf-assets/logos/hdfc_groww.png
HSBC Focused Fund Direct Growth,1646.6307,17.96,https://assets-netstorage.groww.in/mf-assets/logos/hsbc_groww.png
LIC MF Focused Fund Direct Growth,167.017,17.3,https://assets-netstorage.groww.in/mf-assets/logos/lic_groww.png
DSP Short Term Fund Direct Plan Growth,3713.6941,6.3,https://assets-netstorage.groww.in/mf-assets/logos/dsp_groww.png
Aditya Birla Sun Life CRISIL IBX 60:40 SDL+ AAA PSU Apr 2026 Index Fund Direct Growth,45.9518,NA,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
Bajaj Finserv Arbitrage Fund Direct Growth,1112.111283,NA,https://assets-netstorage.groww.in/mf-assets/logos/bajaj_groww.png
Axis Retirement Fund Dynamic Plan Direct Growth,309.239604,16.28,https://assets-netstorage.groww.in/mf-assets/logos/axis_groww.png
Axis Aggressive Hybrid Fund Direct Growth,1526.987408,14.75,https://assets-netstorage.groww.in/mf-assets/logos/axis_groww.png
Mirae Asset Overnight Fund Direct Growth,1298.8998,5.33,https://assets-netstorage.groww.in/mf-assets/logos/mirae_groww.png
TRUSTMF Corporate Bond Fund Direct Growth,39.10955065,NA,https://assets-netstorage.groww.in/mf-assets/logos/trust_groww.png
Bandhan Conservative Hybrid Fund Direct Plan Growth,105.1991,7.59,https://assets-netstorage.groww.in/mf-assets/logos/idfc_groww.png
JM Liquid Fund Direct Growth,2694.85324374,5.7,https://assets-netstorage.groww.in/mf-assets/logos/jm_groww.png
Kotak Banking and PSU Debt Fund Direct Growth,5794.8369,6.6,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
UTI Banking & PSU Fund Direct Growth,812.7434,7.34,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
Aditya Birla Sun Life Debt Plus Arbitrage FOF Direct Growth,1238.3927,6.42,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
Baroda BNP Paribas ELSS Tax Saver Fund Direct Growth,897.1243,20.66,https://assets-netstorage.groww.in/mf-assets/logos/barodabnpparibasmutualfund_groww.png
Aditya Birla Sun Life ESG Integration Strategy Fund Direct Growth,605.3951,NA,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
Shriram ELSS Tax Saver Fund Direct Growth,47.417,15.3,https://assets-netstorage.groww.in/mf-assets/logos/shriram_groww.png
ICICI Prudential Quant Fund Direct Growth,136.89895443,NA,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
HSBC Aggressive Hybrid Fund Direct Growth,5475.2404,17.25,https://assets-netstorage.groww.in/mf-assets/logos/hsbc_groww.png
Edelweiss CRISIL IBX AAA Bond NBFC HFC Jun 2027 Index Fund Direct Growth,82.7287,NA,https://assets-netstorage.groww.in/mf-assets/logos/edelweiss_groww.png
360 ONE Overnight Fund Direct Growth,55.48265185,NA,https://assets-netstorage.groww.in/mf-assets/logos/iifl_groww.png
Kotak ESG Exclusionary Strategy Fund Direct Growth,850.0304,NA,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
HSBC Balanced Advantage Fund Direct Growth,1554.2822,11.42,https://assets-netstorage.groww.in/mf-assets/logos/hsbc_groww.png
Franklin India Medium to Long Duration Fund Direct Growth,52.5065723,NA,https://assets-netstorage.groww.in/mf-assets/logos/franklin_groww.png
UTI Income Plus Arbitrage Active FoF Direct Growth,310.0069,NA,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
Aditya Birla Sun Life MNC Fund Direct Growth,3713.0707,12.82,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
Sundaram Value Fund Direct Growth,1461.21677657,19.09,https://assets-netstorage.groww.in/mf-assets/logos/sundaram_groww.png
ITI Value Fund Direct Growth,321.166,NA,https://assets-netstorage.groww.in/mf-assets/logos/iti_groww.png
ITI Banking and Financial Services Fund Direct Growth,301.8817,NA,https://assets-netstorage.groww.in/mf-assets/logos/iti_groww.png
JM Short Duration Fund Direct Growth,98.16496447,NA,https://assets-netstorage.groww.in/mf-assets/logos/jm_groww.png
SBI CRISIL IBX Gilt Index April 2029 Fund Direct Growth,2065.1317,NA,https://assets-netstorage.groww.in/mf-assets/logos/sbi_groww.png
Invesco India Nifty G sec Jul 2027 Index Fund Direct Growth,75.9377,NA,https://assets-netstorage.groww.in/mf-assets/logos/invesco_groww.png
HDFC Income Fund Direct Growth,938.0483,6.0,https://assets-netstorage.groww.in/mf-assets/logos/hdfc_groww.png
DSP Bond Direct Growth,317.4187,6.38,https://assets-netstorage.groww.in/mf-assets/logos/dsp_groww.png
Union Business Cycle Fund Direct Growth,556.2212,NA,https://assets-netstorage.groww.in/mf-assets/logos/union_groww.png
Bank of India Money Market Fund Direct Growth,165.8511,NA,https://assets-netstorage.groww.in/mf-assets/logos/boi_groww.png
Aditya Birla Sun Life Manufacturing Equity Fund Direct Growth,1043.1146,19.25,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
ITI Arbitrage Fund Direct Growth,50.7174,5.54,https://assets-netstorage.groww.in/mf-assets/logos/iti_groww.png
Axis CRISIL IBX SDL June 2034 Debt Index Fund Direct Growth,10.499102,NA,https://assets-netstorage.groww.in/mf-assets/logos/axis_groww.png
Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Fund Direct Growth,549.5185,NA,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
Bandhan Bond Fund Short Term Plan Direct Growth,10760.7413,6.28,https://assets-netstorage.groww.in/mf-assets/logos/idfc_groww.png
LIC MF Banking & PSU Fund Direct Growth,1899.8045,6.13,https://assets-netstorage.groww.in/mf-assets/logos/lic_groww.png
UTI Medium to Long Duration Fund Direct Growth,323.8303,8.54,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
Baroda BNP Paribas Focused Fund Direct Growth,668.7555,19.24,https://assets-netstorage.groww.in/mf-assets/logos/barodabnpparibasmutualfund_groww.png
Axis ESG Integration Strategy Fund Direct Growth,1199.920502,15.86,https://assets-netstorage.groww.in/mf-assets/logos/axis_groww.png
Union Low Duration Fund Direct Growth,758.0473,NA,https://assets-netstorage.groww.in/mf-assets/logos/union_groww.png
LIC MF Banking & Financial Services Fund Direct Growth,266.8389,19.07,https://assets-netstorage.groww.in/mf-assets/logos/lic_groww.png
Sundaram Balanced Advantage Fund Direct Growth,1658.0256426,13.69,https://assets-netstorage.groww.in/mf-assets/logos/sundaram_groww.png
LIC MF Overnight Fund Direct Growth,832.9971,5.3,https://assets-netstorage.groww.in/mf-assets/logos/lic_groww.png
HSBC Corporate Bond Direct Growth,6221.7125,6.37,https://assets-netstorage.groww.in/mf-assets/logos/hsbc_groww.png
HDFC Nifty G Sec Sep 2032 Index Direct Growth,649.4334,NA,https://assets-netstorage.groww.in/mf-assets/logos/hdfc_groww.png
Nippon India Nifty G Sec Oct 2028 Maturity Index Fund Direct Growth,143.8417,NA,https://assets-netstorage.groww.in/mf-assets/logos/reliance_groww.png
HSBC Large Cap Fund Direct Growth,1829.0863,18.43,https://assets-netstorage.groww.in/mf-assets/logos/hsbc_groww.png
Bajaj Finserv Overnight Fund Direct Growth,755.150202,NA,https://assets-netstorage.groww.in/mf-assets/logos/bajaj_groww.png
JM Arbitrage Fund Direct Growth,365.33753482,5.72,https://assets-netstorage.groww.in/mf-assets/logos/jm_groww.png
Baroda BNP Paribas Aggressive Hybrid Fund Direct Growth,1222.7569,18.45,https://assets-netstorage.groww.in/mf-assets/logos/barodabnpparibasmutualfund_groww.png
JM Arbitrage Fund Direct Growth,365.33753482,5.72,https://assets-netstorage.groww.in/mf-assets/logos/jm_groww.png
SBI Retirement Benefit Fund Conservative Hybrid Plan Direct Growth,280.8959,NA,https://assets-netstorage.groww.in/mf-assets/logos/sbi_groww.png
Unifi Dynamic Asset Allocation Fund Direct Growth,858.02416214,NA,https://assets-netstorage.groww.in/mf-assets/logos/unifi_groww.png
Bandhan CRISIL IBX Financial Services 3 6 Months Debt Index Fund Direct Growth,308.0323,NA,https://assets-netstorage.groww.in/mf-assets/logos/idfc_groww.png
Kotak Income Plus Arbitrage FOF Direct Growth,5085.1264,NA,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
DSP Arbitrage Fund Direct Growth,5984.3399,6.14,https://assets-netstorage.groww.in/mf-assets/logos/dsp_groww.png
Bandhan Nifty100 Low Volatility 30 Index Fund Direct Growth,1687.8351,NA,https://assets-netstorage.groww.in/mf-assets/logos/idfc_groww.png
JM Low Duration Fund Direct Plan Growth,204.61216604,6.01,https://assets-netstorage.groww.in/mf-assets/logos/jm_groww.png
Shriram Liquid Fund Direct Growth,185.5353,NA,https://assets-netstorage.groww.in/mf-assets/logos/shriram_groww.png
Franklin India Arbitrage Fund Direct Growth,474.37504536,NA,https://assets-netstorage.groww.in/mf-assets/logos/franklin_groww.png
Taurus Large Cap Fund Direct Growth,49.1618,16.94,https://assets-netstorage.groww.in/mf-assets/logos/taurus_groww.png
Invesco India ESG Integration Strategy Fund Direct Growth,453.1491,NA,https://assets-netstorage.groww.in/mf-assets/logos/invesco_groww.png
Bank of India Ultra Short Duration Fund Direct Growth,196.2262,5.64,https://assets-netstorage.groww.in/mf-assets/logos/boi_groww.png
LIC MF Conservative Hybrid Fund Direct Growth,49.0829,7.34,https://assets-netstorage.groww.in/mf-assets/logos/lic_groww.png
Mahindra Manulife Low Duration Fund Direct Growth,635.267,6.31,https://assets-netstorage.groww.in/mf-assets/logos/mahindra_groww.png
PGIM India Large Cap Fund Direct Growth,595.9056,16.73,https://assets-netstorage.groww.in/mf-assets/logos/dhfl_groww.png
Union Focused Fund Direct Growth,415.8769,18.74,https://assets-netstorage.groww.in/mf-assets/logos/union_groww.png
Edelweiss Banking and PSU Debt Fund Direct Growth,263.7371,6.53,https://assets-netstorage.groww.in/mf-assets/logos/edelweiss_groww.png
Sundaram Focused Fund Direct Growth,1075.64325832,19.72,https://assets-netstorage.groww.in/mf-assets/logos/sundaram_groww.png
Shriram Balanced Advantage Fund Direct Growth,57.5959,11.25,https://assets-netstorage.groww.in/mf-assets/logos/shriram_groww.png
ICICI Prudential CRISIL IBX AAA Bond Financial Services Index Dec 2026 Fund Direct Growth,13.76817346,NA,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
Taurus Banking & Financial Services Fund Direct Growth,11.3793,20.82,https://assets-netstorage.groww.in/mf-assets/logos/taurus_groww.png
Kotak CRISIL IBX Financial Services 3 6 Months Debt Index Fund Direct Growth,547.8381,NA,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
DSP Ultra Short Fund Direct Plan Growth,3844.7768,6.09,https://assets-netstorage.groww.in/mf-assets/logos/dsp_groww.png
Axis Gilt Fund Direct Plan Growth,612.824699,6.34,https://assets-netstorage.groww.in/mf-assets/logos/axis_groww.png
Bandhan Ultra Short Duration Fund Direct Growth,4216.5427,5.88,https://assets-netstorage.groww.in/mf-assets/logos/idfc_groww.png
TRUSTMF Arbitrage Fund Direct Growth,49.17587374,NA,https://assets-netstorage.groww.in/mf-assets/logos/trust_groww.png
DSP Banking & PSU Debt Fund Direct Growth,4899.8747,6.19,https://assets-netstorage.groww.in/mf-assets/logos/dsp_groww.png
Baroda BNP Paribas Ultra Short Duration Fund Direct Growth,1614.9513,6.13,https://assets-netstorage.groww.in/mf-assets/logos/baroda_groww.png
Mahindra Manulife Consumption Fund Direct Growth,529.2496,22.04,https://assets-netstorage.groww.in/mf-assets/logos/mahindra_groww.png
Mahindra Manulife Consumption Fund Direct Growth,529.2496,22.04,https://assets-netstorage.groww.in/mf-assets/logos/mahindra_groww.png
Axis Retirement Fund Aggressive Plan Direct Growth,756.746096,14.88,https://assets-netstorage.groww.in/mf-assets/logos/axis_groww.png
HSBC Multi Asset Active FoF Direct Growth,61.9801,16.91,https://assets-netstorage.groww.in/mf-assets/logos/hsbc_groww.png
Franklin India Banking & PSU Debt Fund Direct Growth,500.27280293,6.35,https://assets-netstorage.groww.in/mf-assets/logos/franklin_groww.png
Canara Robeco Ultra Short Term Fund Direct Growth,671.783,5.68,https://assets-netstorage.groww.in/mf-assets/logos/canara_groww.png
HDFC Nifty G Sec July 2031 Index Direct Growth,675.9017,NA,https://assets-netstorage.groww.in/mf-assets/logos/hdfc_groww.png
Aditya Birla Sun Life CRISIL IBX Gilt April 2033 Index Fund Direct Growth,69.4148,NA,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
Aditya Birla Sun Life CRISIL IBX AAA NBFC HFC Index Dec 2025 Fund Direct Growth,286.3709,NA,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
Bandhan Income Plus Arbitrage Active FoF Direct Growth,1399.0577,6.12,https://assets-netstorage.groww.in/mf-assets/logos/idfc_groww.png
ITI Liquid Fund Direct Growth,59.0035,5.51,https://assets-netstorage.groww.in/mf-assets/logos/iti_groww.png
UTI BSE Housing Index Fund Direct Growth,25.4054,NA,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
Bandhan Dynamic Bond Fund Direct Growth,2717.8114,5.76,https://assets-netstorage.groww.in/mf-assets/logos/idfc_groww.png
Bajaj Finserv Gilt Fund Direct Growth,28.8084,NA,https://assets-netstorage.groww.in/mf-assets/logos/bajaj_groww.png
Nippon India Nifty G Sec Jun 2036 Maturity Index Fund Direct Growth,844.0044,NA,https://assets-netstorage.groww.in/mf-assets/logos/reliance_groww.png
Aditya Birla Sun Life Income Plus Arbitrage Active FoF Direct Growth,1297.1605,6.46,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
Unifi Liquid Fund Direct Growth,279.87447467,NA,https://assets-netstorage.groww.in/mf-assets/logos/unifi_groww.png
LIC MF Short Duration Fund Direct Growth,152.9765,6.26,https://assets-netstorage.groww.in/mf-assets/logos/lic_groww.png
Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index Fund Direct Growth,758.8046,NA,https://assets-netstorage.groww.in/mf-assets/logos/edelweiss_groww.png
Edelweiss Overnight Fund Direct Growth,711.1593,5.24,https://assets-netstorage.groww.in/mf-assets/logos/edelweiss_groww.png
Aditya Birla Sun Life Nifty SDL Sep 2025 Index Fund Direct Growth,35.2978,NA,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
Union Value Fund Direct Growth,331.6272,22.94,https://assets-netstorage.groww.in/mf-assets/logos/union_groww.png
Mirae Asset Long Duration Fund Direct Growth,31.4673,NA,https://assets-netstorage.groww.in/mf-assets/logos/mirae_groww.png
LIC MF Value Fund Direct Growth,181.0923,NA,https://assets-netstorage.groww.in/mf-assets/logos/lic_groww.png
Edelweiss Low Duration Fund Direct Growth,635.0303,NA,https://assets-netstorage.groww.in/mf-assets/logos/edelweiss_groww.png
SBI CRISIL IBX SDL Index September 2027 Fund Direct Growth,1102.4904,NA,https://assets-netstorage.groww.in/mf-assets/logos/sbi_groww.png
Baroda BNP Paribas Liquid Direct Fund Growth,10107.8096,5.75,https://assets-netstorage.groww.in/mf-assets/logos/baroda_groww.png
DSP Overnight Fund Direct Growth,1700.0628,5.3,https://assets-netstorage.groww.in/mf-assets/logos/dsp_groww.png
LIC MF Money Market Fund Direct Growth,2097.8265,NA,https://assets-netstorage.groww.in/mf-assets/logos/lic_groww.png
Axis Nifty SDL September 2026 Debt Index Fund Direct Growth,79.124401,NA,https://assets-netstorage.groww.in/mf-assets/logos/axis_groww.png
PGIM India Dynamic Bond Direct Plan Growth,106.4984,6.52,https://assets-netstorage.groww.in/mf-assets/logos/dhfl_groww.png
DSP Floater Fund Direct Growth,553.519,NA,https://assets-netstorage.groww.in/mf-assets/logos/dsp_groww.png
HSBC Short Duration Fund Direct Growth,4483.6001,6.15,https://assets-netstorage.groww.in/mf-assets/logos/hsbc_groww.png
Nippon India CRISIL IBX AAA Financial Services Dec 2026 Index Fund Direct Growth,91.1057,NA,https://assets-netstorage.groww.in/mf-assets/logos/reliance_groww.png
Edelweiss Money Market Fund Direct Growth,2062.4138,5.91,https://assets-netstorage.groww.in/mf-assets/logos/edelweiss_groww.png
UTI Overnight Fund Direct Growth,4396.5286,5.29,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
Baroda BNP Paribas Business Cycle Fund Direct Growth,567.7267,NA,https://assets-netstorage.groww.in/mf-assets/logos/baroda_groww.png
Mahindra Manulife Short Duration Fund Direct Growth,77.9233,NA,https://assets-netstorage.groww.in/mf-assets/logos/mahindra_groww.png
HDFC Nifty G sec Dec 2026 Index Direct Growth,1186.6944,NA,https://assets-netstorage.groww.in/mf-assets/logos/hdfc_groww.png
Bandhan Floater Fund Direct Growth,327.3196,NA,https://assets-netstorage.groww.in/mf-assets/logos/idfc_groww.png
Aditya Birla Sun Life CRISIL IBX Gilt Apr 2029 Index Fund Direct Growth,599.5448,NA,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
